"Player Name","City, State","Position","Composite Rating","Star Rating","University","Conference","Class","Latitude","Longitude"
"Justin Walters","Bolingbrook, IL","S",0.8721,"3","Notre Dame","ACC",2021,41.7003302,-88.0717708
"Devin Aupiu","Oxnard, CA","LB",0.8714,"3","Notre Dame","ACC",2021,34.1976308,-119.1803818
"Will Schweitzer","Los Gatos, CA","LB",0.8713,"3","Notre Dame","ACC",2021,37.226611,-121.9746797
"Kahanu Kia","Honolulu, HI","LB",0.8709,"3","Notre Dame","ACC",2021,21.304547,-157.855676
"Pat Coogan","Chicago, IL","IOL",0.8701,"3","Notre Dame","ACC",2021,41.8755616,-87.6244212
"Jason Onye","Warwick, RI","Edge",0.8689,"3","Notre Dame","ACC",2021,41.7002024,-71.4161108
"JoJo Johnson","Merrillville, IN","ATH",0.8647,"3","Notre Dame","ACC",2021,41.4828144,-87.3328139
"Josh Bryan","Chatsworth, CA","K",0.8189,"3","Notre Dame","ACC",2021,34.2595715,-118.6023247
"Ron Powlus III","Mishawaka, IN","QB",0.8126,"3","Notre Dame","ACC",2021,41.6611642,-86.1807031
"Brody Wisecarver","Saint Louis, MO","IOL",0.8784,"3","Illinois","Big Ten",2021,38.6264256,-90.1995853
"Samari Collier","DeSoto, TX","QB",0.853,"3","Illinois","Big Ten",2021,32.6060798,-96.8656805467914
"Daniel Edwards","Winter Park, FL","CB",0.8526,"3","Illinois","Big Ten",2021,28.5977707,-81.3510264
"Josh Kreutz","Wilmette, IL","IOL",0.8519,"3","Illinois","Big Ten",2021,42.0757315,-87.7193768
"Pat Bryant","Jacksonville, FL","WR",0.8519,"3","Illinois","Big Ten",2021,30.3321838,-81.655651
"Sedarius McConnell","Atlanta, GA","DL",0.8464,"3","Illinois","Big Ten",2021,33.7489924,-84.3902644
"Joriell Washington","Fort Myers, FL","S",0.8452,"3","Illinois","Big Ten",2021,26.640628,-81.8723084
"Prince Green","Griffin, GA","CB",0.8444,"3","Illinois","Big Ten",2021,33.2467807,-84.2640904
"DD Snyder","Tampa, FL","S",0.8418,"3","Illinois","Big Ten",2021,27.9477595,-82.458444
"Josh McCray","Enterprise, AL","RB",0.8396,"3","Illinois","Big Ten",2021,31.3151708,-85.8552161
"DJ Johnson","Snellville, GA","LB",0.8368,"3","Illinois","Big Ten",2021,33.857328,-84.0199108
"Tyler Strain","Milton, FL","CB",0.8336,"3","Illinois","Big Ten",2021,30.6324149,-87.0396881
"Kionte Curry","Cocoa, FL","S",0.8315,"3","Illinois","Big Ten",2021,28.3553873,-80.7318827
"Dylan Rosiek","Tarpon Springs, FL","LB",0.8315,"3","Illinois","Big Ten",2021,28.14808295,-82.7438015971791
"Zachary Barlev","Plainfield, IL","IOL",0.8261,"3","Illinois","Big Ten",2021,41.6086711,-88.2054345
"Josh Gesky","Manteno, IL","OT",0.8213,"3","Illinois","Big Ten",2021,41.2506759,-87.8314299
"Kalen Villanueva","Falls Church, VA","LB",0.8212,"3","Illinois","Big Ten",2021,38.882334,-77.1710914
"Kenenna Odeluga","Chicago, IL","ATH",NA,NA,"Illinois","Big Ten",2021,41.8755616,-87.6244212
"Donaven McCulley","Indianapolis, IN","QB",0.913,"4","Indiana","Big Ten",2021,39.7683331,-86.1583502
"Jaquez Smith","Atlanta, GA","WR",0.9065,"4","Indiana","Big Ten",2021,33.7489924,-84.3902644
"Malachi Holt-Bennett","Fairfield, AL","WR",0.8843,"3","Indiana","Big Ten",2021,33.47568775,-86.9166669629999
"Cooper Jones","Valparaiso, IN","DL",0.8796,"3","Indiana","Big Ten",2021,41.4730948,-87.0611412
"Larry Smith III","Orange Park, FL","S",0.8749,"3","Indiana","Big Ten",2021,30.1654707,-81.7016346
"Jordyn Williams","Cedar Hill, TX","WR",0.8676,"3","Indiana","Big Ten",2021,32.5888072,-96.9553675
"Aaron Steinfeldt","Bloomington, IN","TE",0.8639,"3","Indiana","Big Ten",2021,39.1670396,-86.5342881
"Joshua Sales Jr.","Brownsburg, IN","OT",0.8639,"3","Indiana","Big Ten",2021,39.8433769,-86.3977736
"Maurice Freeman","Chesapeake, VA","S",0.8607,"3","Indiana","Big Ten",2021,36.7183708,-76.2466798
"Trent Howland","Joliet, IL","ATH",0.8607,"3","Indiana","Big Ten",2021,41.5263603,-88.0840212
"Vinny Fiacable","Fort Wayne, IN","IOL",0.854,"3","Indiana","Big Ten",2021,41.0799898,-85.1386015
"David Holloman","Auburn Hills, MI","RB",0.8539,"3","Indiana","Big Ten",2021,42.6875323,-83.2341028
"Jordan Grier","Ellenwood, GA","ATH",0.8464,"3","Indiana","Big Ten",2021,33.6101096,-84.287978
"James Evans","Australia, AUST","P",0.7952,"2","Indiana","Big Ten",2021,-37.9872428,145.215905
"David Davidkov","Winnetka, IL","OT",0.9349,"4","Iowa","Big Ten",2021,42.1080703,-87.7365286
"Connor Colby","Cedar Rapids, IA","IOL",0.914,"4","Iowa","Big Ten",2021,41.9758872,-91.6704053
"Justice Sullivan","Eden Prairie, MN","Edge",0.9008,"4","Iowa","Big Ten",2021,44.8546856,-93.470786
"Arland Bruce IV","Ankeny, IA","ATH",0.8952,"4","Iowa","Big Ten",2021,41.7318715,-93.6003837
"Beau Stephens","Blue Springs, MO","OT",0.8918,"4","Iowa","Big Ten",2021,39.017316,-94.282265
"Keagan Johnson","Bellevue, NE","ATH",0.8917,"4","Iowa","Big Ten",2021,41.1434547,-95.9124686
"Cooper DeJean","Ida Grove, IA","S",0.8915,"4","Iowa","Big Ten",2021,42.3449871,-95.4716666
"Max Llewellyn","Urbandale, IA","DL",0.8834,"3","Iowa","Big Ten",2021,41.6274552,-93.7380624
"Gennings Dunker","Lena, IL","IOL",0.8743,"3","Iowa","Big Ten",2021,42.3804975,-89.8220784
"Jaden Harrell","Urbandale, IA","LB",0.8721,"3","Iowa","Big Ten",2021,41.6274552,-93.7380624
"Joey Labas","Broadview Heights, OH","QB",0.8685,"3","Iowa","Big Ten",2021,41.3139426,-81.6851271
"Griffin Liddle","Bettendorf, IA","DL",0.8681,"3","Iowa","Big Ten",2021,41.5252761,-90.5096386
"Jeremiah Pittman","Arlington Heights, IL","DL",0.8668,"3","Iowa","Big Ten",2021,42.0811563,-87.9802164
"Jeffrey Bowie","West Branch, IA","DL",0.8668,"3","Iowa","Big Ten",2021,41.6720735,-91.3459735
"Brody Brecht","Ankeny, IA","WR",0.8659,"3","Iowa","Big Ten",2021,41.7318715,-93.6003837
"Zach Twedt","Story City, IA","ATH",0.8626,"3","Iowa","Big Ten",2021,42.1872062,-93.5957713
"Michael Myslinski","Jacksonville, FL","IOL",0.8581,"3","Iowa","Big Ten",2021,30.3321838,-81.655651
"Karson Sharar","Iowa Falls, IA","ATH",0.8411,"3","Iowa","Big Ten",2021,42.5210019,-93.2636705
"Deavin Hilson","Des Moines, IA","ATH",0.8281,"3","Iowa","Big Ten",2021,41.5910323,-93.6046655
"Terrence Lewis","Miami, FL","LB",0.9894,"5","Maryland","Big Ten",2021,25.7741728,-80.19362
"Demeioun Robinson","Gaithersburg, MD","Edge",0.9698,"4","Maryland","Big Ten",2021,39.1399187,-77.1929215
"Branden Jennings","Jacksonville, FL","LB",0.9509,"4","Maryland","Big Ten",2021,30.3321838,-81.655651
"Taizse Johnson","Washington, DC","DL",0.9073,"4","Maryland","Big Ten",2021,38.8950368,-77.0365427
"Tommy Akingbesote","Upper Marlboro, MD","DL",0.906,"4","Maryland","Big Ten",2021,38.8139804,-76.7575894
"Andre Porter","Washington, PA","DL",0.881,"3","Maryland","Big Ten",2021,31.3991238,-88.2019828
"Dante Trader Jr.","Owings Mills, MD","CB",0.8702,"3","Maryland","Big Ten",2021,39.41484355,-76.7918239959658
"ZionAngelo Shockley","Baltimore, MD","Edge",0.8696,"3","Maryland","Big Ten",2021,39.2908816,-76.610759
"Antwain Littleton","Washington, DC","RB",0.8665,"3","Maryland","Big Ten",2021,38.8950368,-77.0365427
"Darrell Jackson","Havana, FL","DL",0.8647,"3","Maryland","Big Ten",2021,30.6335883,-84.4129253649247
"Bam Booker","Cincinnati, OH","LB",0.8635,"3","Maryland","Big Ten",2021,39.1014537,-84.5124602
"Gereme Spraggins","Hutchinson, KS","LB",0.8615,"3","Maryland","Big Ten",2021,38.0608444,-97.9297743
"Corey Coley Jr.","Jacksonville, FL","S",0.8601,"3","Maryland","Big Ten",2021,30.3321838,-81.655651
"Weston Wolff","Venice, FL","TE",0.8572,"3","Maryland","Big Ten",2021,27.0999188,-82.4543597
"CJ Dippre","Jermyn, PA","TE",0.8572,"3","Maryland","Big Ten",2021,41.5309147,-75.5454634
"Terrance Butler","Baltimore, MD","Edge",0.854,"3","Maryland","Big Ten",2021,39.2908816,-76.610759
"Tai Felton","Ashburn, VA","WR",0.8527,"3","Maryland","Big Ten",2021,39.0300191,-77.4696464655766
"Jayon Venerable","Severn, MD","ATH",0.8485,"3","Maryland","Big Ten",2021,39.1354665,-76.700623777082
"Leron Husbands","Upper Marlboro, MD","TE",0.8464,"3","Maryland","Big Ten",2021,38.8139804,-76.7575894
"Colby McDonald","Washington, DC","RB",0.8464,"3","Maryland","Big Ten",2021,38.8950368,-77.0365427
"Joseph Bearns","Baltimore, MD","TE",0.8377,"3","Maryland","Big Ten",2021,39.2908816,-76.610759
"Roman Hemby","Bel Air, MD","RB",0.8261,"3","Maryland","Big Ten",2021,39.5355063,-76.3490396
"Kyle Long","Florissant, MO","OT",0.8086,"3","Maryland","Big Ten",2021,38.7919683,-90.3227803
"Aric Harris","Hutchinson, KS","IOL",NA,NA,"Maryland","Big Ten",2021,38.0608444,-97.9297743
"J.J. McCarthy","Bradenton, FL","QB",0.9866,"5","Michigan","Big Ten",2021,27.4989278,-82.5748194
"Donovan Edwards","West Bloomfield, MI","RB",0.9806,"4","Michigan","Big Ten",2021,42.89903415,-77.5167981958466
"Giovanni El-Hadi","Sterling Heights, MI","OT",0.9612,"4","Michigan","Big Ten",2021,42.5803122,-83.0302033
"Junior Colson","Brentwood, TN","LB",0.9597,"4","Michigan","Big Ten",2021,36.0325687,-86.7825235
"Rayshaun Benny","Oak Park, MI","DL",0.9211,"4","Michigan","Big Ten",2021,41.8878145,-87.7887615
"Raheem Anderson","Detroit, MI","IOL",0.9178,"4","Michigan","Big Ten",2021,42.3315509,-83.0466403
"Cristian Dixon","Santa Ana, CA","WR",0.9141,"4","Michigan","Big Ten",2021,33.7494951,-117.8732213
"Jaydon Hood","Fort Lauderdale, FL","LB",0.9088,"4","Michigan","Big Ten",2021,26.1223084,-80.1433786
"George Rooks","Jersey City, NJ","DL",0.907,"4","Michigan","Big Ten",2021,40.7215682,-74.047455
"Greg Crippen","Bradenton, FL","IOL",0.9054,"4","Michigan","Big Ten",2021,27.4989278,-82.5748194
"Louis Hansen","Needham, MA","TE",0.9052,"4","Michigan","Big Ten",2021,31.9868295,-88.3330882209942
"Kechaun Bennett","Suffield, CT","DL",0.8925,"4","Michigan","Big Ten",2021,41.9816944,-72.6506604
"Tavierre Dunlap","Del Valle, TX","RB",0.886,"3","Michigan","Big Ten",2021,30.1776045,-97.6106312165514
"Tristan Bounds","Wallingford, CT","OT",0.885,"3","Michigan","Big Ten",2021,41.4570418,-72.8231552
"Tyler McLaurin","Bolingbrook, IL","LB",0.8776,"3","Michigan","Big Ten",2021,41.7003302,-88.0717708
"Rod Moore","Clayton, OH","S",0.8768,"3","Michigan","Big Ten",2021,39.8631101,-84.3605022
"Andrel Anthony","East Lansing, MI","WR",0.8755,"3","Michigan","Big Ten",2021,42.7320307,-84.4721678
"Ja'Den McBurrows","Fort Lauderdale, FL","CB",0.8734,"3","Michigan","Big Ten",2021,26.1223084,-80.1433786
"TJ Guy","Mansfield, MA","Edge",0.8552,"3","Michigan","Big Ten",2021,40.75839,-82.5154471
"Ikechukwu Iwunnah","Garland, TX","DL",0.8498,"3","Michigan","Big Ten",2021,32.912624,-96.6388833
"Tommy Doman","West Bloomfield, MI","P",0.8317,"3","Michigan","Big Ten",2021,42.89903415,-77.5167981958466
"Dominick Giudice","Middletown, NJ","Edge",0.8261,"3","Michigan","Big Ten",2021,40.3898188,-74.1162152
"Ma'a Gaoteote","Las Vegas, NV","LB",0.9316,"4","Michigan State","Big Ten",2021,36.1672559,-115.148516
"Keon Coleman","Opelousas, LA","WR",0.8884,"3","Michigan State","Big Ten",2021,30.5335302,-92.081509
"Geno VanDeMark","Montvale, NJ","IOL",0.8837,"3","Michigan State","Big Ten",2021,41.0467635,-74.0229173
"Charles Brantley","Venice, FL","CB",0.8766,"3","Michigan State","Big Ten",2021,27.0999188,-82.4543597
"A.J. Kirk","Akron, OH","S",0.871,"3","Michigan State","Big Ten",2021,41.083064,-81.518485
"Ethan Boyd","East Lansing, MI","OT",0.8672,"3","Michigan State","Big Ten",2021,42.7320307,-84.4721678
"Tyson Watson","Warren, MI","DL",0.8633,"3","Michigan State","Big Ten",2021,38.7535106,-91.1453948
"Derrick Harmon","Detroit, MI","DL",0.854,"3","Michigan State","Big Ten",2021,42.3315509,-83.0466403
"Alex Okelo","Nashville, TN","Edge",0.8538,"3","Michigan State","Big Ten",2021,36.1622767,-86.7742984
"Davion Primm","Oak Park, MI","RB",0.851,"3","Michigan State","Big Ten",2021,41.8878145,-87.7887615
"Michael Gravely Jr.","Euclid, OH","S",0.8505,"3","Michigan State","Big Ten",2021,41.5931049,-81.5267873
"Hampton Fay","Fort Worth, TX","QB",0.8493,"3","Michigan State","Big Ten",2021,32.753177,-97.3327459
"Antoine Booth","Hyattsville, MD","CB",0.8471,"3","Michigan State","Big Ten",2021,38.9529442,-76.9408647
"Kameron Allen","Forney, TX","TE",0.8443,"3","Michigan State","Big Ten",2021,32.747893,-96.4719289
"Brandon Baldwin","Independence, KS","OT",0.8432,"3","Michigan State","Big Ten",2021,37.2242358,-95.7083131
"Kevin Wigenton","Princeton, NJ","IOL",0.8389,"3","Michigan State","Big Ten",2021,40.34833555,-74.6684230570877
"Steffan Johnson","Venice, FL","CB",0.8323,"3","Michigan State","Big Ten",2021,27.0999188,-82.4543597
"Carson Casteel","Florence, AL","LB",0.8281,"3","Michigan State","Big Ten",2021,34.79981,-87.677251
"Hank Pepper","Chandler, AZ","LS",0.799,"3","Michigan State","Big Ten",2021,33.3061605,-111.84125
"Athan Kaliakmanis","Antioch, IL","QB",0.8964,"4","Minnesota","Big Ten",2021,42.4767131,-88.0950691
"Steven Ortiz","Goodyear, AZ","CB",0.8958,"4","Minnesota","Big Ten",2021,33.4353672,-112.3576
"Mar'Keise Irving","Country Club Hills, IL","RB",0.8932,"4","Minnesota","Big Ten",2021,41.5680898,-87.7203257
"Deven Eastern","Shakopee, MN","DL",0.8914,"4","Minnesota","Big Ten",2021,44.7980186,-93.5268986
"Cameron James","Chicago, IL","OT",0.8768,"3","Minnesota","Big Ten",2021,41.8755616,-87.6244212
"Saia Mapakaitolo","Mesa, AZ","OT",0.8763,"3","Minnesota","Big Ten",2021,33.4151117,-111.8314792
"Lemeke Brockington","Moultrie, GA","WR",0.8721,"3","Minnesota","Big Ten",2021,31.179998,-83.7887928
"Jacob Schuster","Olympia, WA","DL",0.8715,"3","Minnesota","Big Ten",2021,47.0451022,-122.8950075
"Devon Williams","Dublin, OH","LB",0.8709,"3","Minnesota","Big Ten",2021,40.0992294,-83.1140771
"Austin Booker","Greenwood, IN","DL",0.8702,"3","Minnesota","Big Ten",2021,39.6136578,-86.1066526
"Brady Boyd","Southlake, TX","WR",0.8701,"3","Minnesota","Big Ten",2021,32.9412363,-97.1341783
"Jameson Geers","New Lenox, IL","TE",0.8688,"3","Minnesota","Big Ten",2021,41.5119761,-87.9656098
"Logan Purcell","Annandale, MN","OT",0.8673,"3","Minnesota","Big Ten",2021,45.2627428,-94.1244271
"Justin Walley","Biloxi, MS","CB",0.8647,"3","Minnesota","Big Ten",2021,30.374673,-88.8459433348286
"Darius Green","Covington, GA","S",0.8573,"3","Minnesota","Big Ten",2021,33.5967815,-83.8601827
"Dino Kaliakmanis","Antioch, IL","WR",0.8558,"3","Minnesota","Big Ten",2021,42.4767131,-88.0950691
"Luther McCoy","Saint Augustine, FL","DL",0.8485,"3","Minnesota","Big Ten",2021,29.8946952,-81.3145395
"Dylan McGill","Mesquite, TX","ATH",0.8443,"3","Minnesota","Big Ten",2021,32.7666103,-96.599472
"Thomas Fidone","Council Bluffs, IA","TE",0.9593,"4","Nebraska","Big Ten",2021,41.2621283,-95.8613912
"Wynden Ho'ohuli","Mililani, HI","LB",0.9335,"4","Nebraska","Big Ten",2021,21.4508308,-158.0095783
"Teddy Prochazka","Omaha, NE","OT",0.9105,"4","Nebraska","Big Ten",2021,41.2587459,-95.9383758
"Randolph Kpai","Sioux Falls, SD","LB",0.9079,"4","Nebraska","Big Ten",2021,43.5460587,-96.7313928
"Henry Lutovsky","Mount Pleasant, IA","IOL",0.8809,"3","Nebraska","Big Ten",2021,40.966312,-91.5539956
"James Carnie","Firth, NE","TE",0.8767,"3","Nebraska","Big Ten",2021,40.532789,-96.606415
"Ru'Quan Buckley","Grand Rapids, MI","DL",0.8742,"3","Nebraska","Big Ten",2021,42.9632405,-85.6678639
"Heinrich Haarberg","Kearney, NE","QB",0.8702,"3","Nebraska","Big Ten",2021,40.4906216,-98.9472344
"Mikai Gbayor","Irvington, NJ","LB",0.8701,"3","Nebraska","Big Ten",2021,40.7323235,-74.2348684
"Latrell Neville","Missouri City, TX","WR",0.8675,"3","Nebraska","Big Ten",2021,29.6185669,-95.5377215
"Koby Bretz","Omaha, NE","S",0.8671,"3","Nebraska","Big Ten",2021,41.2587459,-95.9383758
"Kamonte Grimes","Naples, FL","ATH",0.8669,"3","Nebraska","Big Ten",2021,26.1421976,-81.7942944
"Gabe Ervin","Buford, GA","RB",0.8662,"3","Nebraska","Big Ten",2021,34.1206564,-84.0043513
"Shawn Hardy","Kingsland, GA","WR",0.8622,"3","Nebraska","Big Ten",2021,30.7999563,-81.6898261
"AJ Rollins","Omaha, NE","TE",0.8593,"3","Nebraska","Big Ten",2021,41.2587459,-95.9383758
"Branson Yager","Grantsville, UT","OT",0.8566,"3","Nebraska","Big Ten",2021,40.6000817,-112.4635316
"Marques Buford","Oakdale, CT","ATH",0.8553,"3","Nebraska","Big Ten",2021,41.4662093,-72.1573008
"Jailen Weaver","Antioch, CA","Edge",0.8551,"3","Nebraska","Big Ten",2021,38.0049214,-121.805789
"Malik Williams","Buford, GA","CB",0.8463,"3","Nebraska","Big Ten",2021,34.1206564,-84.0043513
"Seth Malcom","Tabor, IA","LB",0.843,"3","Nebraska","Big Ten",2021,40.8983329,-95.6713892
"Jordan Mosley","Mobile, AL","WR",0.8998,"4","Northwestern","Big Ten",2021,30.6943566,-88.0430541
"Mac Uihlein","Lake Forest, IL","LB",0.8952,"4","Northwestern","Big Ten",2021,42.2586342,-87.840625
"Caleb Tiernan","Franklin, MI","OT",0.8917,"4","Northwestern","Big Ten",2021,38.4021095,-91.0841241
"Najee Story","Solon, OH","DL",0.8877,"3","Northwestern","Big Ten",2021,41.3897764,-81.4412259
"Anthony Tyus III","Portage, MI","RB",0.872,"3","Northwestern","Big Ten",2021,42.2011538,-85.5800022
"Brendan Sullivan","Davison, MI","QB",0.8655,"3","Northwestern","Big Ten",2021,43.0346872,-83.5180155
"Aidan Hubbard","Cleveland, OH","LB",0.8646,"3","Northwestern","Big Ten",2021,41.5051613,-81.6934446
"Theran Johnson","Indianapolis, IN","CB",0.8639,"3","Northwestern","Big Ten",2021,39.7683331,-86.1583502
"Lawson Albright","Greensboro, NC","TE",0.8572,"3","Northwestern","Big Ten",2021,36.0726355,-79.7919754
"Garner Wallace","Pickerington, OH","S",0.8551,"3","Northwestern","Big Ten",2021,39.8962773,-82.7731904974881
"Jackson Carsello","Northbrook, IL","OT",0.8519,"3","Northwestern","Big Ten",2021,42.128704,-87.8265089
"Calvin Johnson II","French Camp, MS","ATH",0.8473,"3","Northwestern","Big Ten",2021,33.293181,-89.3995159
"Jacob Gill","Raleigh, NC","WR",0.8464,"3","Northwestern","Big Ten",2021,35.7803977,-78.6390989
"Josh Thompson","Fenton, MI","IOL",0.8436,"3","Northwestern","Big Ten",2021,38.5131989,-90.4400578
"Ore Adeyi","Mansfield, TX","CB",0.8377,"3","Northwestern","Big Ten",2021,32.5631924,-97.1416768
"Donnie Gray","Deerfield, MA","ATH",0.8221,"3","Northwestern","Big Ten",2021,42.5195925,-72.6103994
"Quinn Ewers","Southlake, TX","QB",1,"5","Ohio State","Big Ten",2021,32.9412363,-97.1341783
"J.T. Tuimoloau","Sammamish, WA","DL",0.9989,"5","Ohio State","Big Ten",2021,47.6088445,-122.0423067
"Jack Sawyer","Pickerington, OH","DL",0.998,"5","Ohio State","Big Ten",2021,39.8962773,-82.7731904974881
"Emeka Egbuka","Steilacoom, WA","WR",0.9945,"5","Ohio State","Big Ten",2021,47.1703692,-122.596287
"Donovan Jackson","Bellaire, TX","IOL",0.9901,"5","Ohio State","Big Ten",2021,29.7057858,-95.4588299
"TreVeyon Henderson","Hopewell, VA","RB",0.9872,"5","Ohio State","Big Ten",2021,37.3043154,-77.2872001
"Kyle McCord","Philadelphia, PA","QB",0.9858,"5","Ohio State","Big Ten",2021,39.9527237,-75.1635262
"Jakailin Johnson","Saint Louis, MO","CB",0.9745,"4","Ohio State","Big Ten",2021,38.6264256,-90.1995853
"Mike Hall","Streetsboro, OH","DL",0.9742,"4","Ohio State","Big Ten",2021,41.239223,-81.345941
"Jordan Hancock","Suwanee, GA","CB",0.968,"4","Ohio State","Big Ten",2021,34.0514898,-84.0712997
"Evan Pryor","Cornelius, NC","RB",0.9628,"4","Ohio State","Big Ten",2021,35.481705,-80.8590006
"Reid Carrico","Ironton, OH","LB",0.9615,"4","Ohio State","Big Ten",2021,38.5367471,-82.6829406
"Marvin Harrison Jr.","Philadelphia, PA","WR",0.9583,"4","Ohio State","Big Ten",2021,39.9527237,-75.1635262
"Jayden Ballard","Massillon, OH","WR",0.958,"4","Ohio State","Big Ten",2021,40.7965119,-81.5231597
"Ben Christman","Richfield, OH","IOL",0.9437,"4","Ohio State","Big Ten",2021,41.2397772,-81.6381785
"Tyleik Williams","Manassas, VA","DL",0.9288,"4","Ohio State","Big Ten",2021,38.7509488,-77.4752667
"Andre Turrentine","Nashville, TN","S",0.9269,"4","Ohio State","Big Ten",2021,36.1622767,-86.7742984
"Jantzen Dunn","Bowling Green, KY","S",0.9267,"4","Ohio State","Big Ten",2021,36.9903199,-86.4436018
"Denzel Burke","Scottsdale, AZ","ATH",0.9214,"4","Ohio State","Big Ten",2021,33.4942189,-111.9260184
"Zen Michalski","Floyds Knobs, IN","OT",0.8973,"4","Ohio State","Big Ten",2021,38.3243841,-85.8735251
"Sam Hart","Aurora, CO","TE",0.8871,"3","Ohio State","Big Ten",2021,41.7571701,-88.3147539
"Jaylen Johnson","Cincinnati, OH","S",0.8851,"3","Ohio State","Big Ten",2021,39.1014537,-84.5124602
"Jesse Mirco","Australia, AUST","P",0.8168,"3","Ohio State","Big Ten",2021,-37.9872428,145.215905
"Landon Tengwall","Olney, MD","OT",0.9739,"4","Penn State","Big Ten",2021,39.14698725,-77.0722227159091
"Lonnie White Jr.","Malvern, PA","WR",0.9268,"4","Penn State","Big Ten",2021,31.1393439,-85.5191005
"Kalen King","Detroit, MI","CB",0.913,"4","Penn State","Big Ten",2021,42.3315509,-83.0466403
"Jaylen Reed","Detroit, MI","S",0.9057,"4","Penn State","Big Ten",2021,42.3315509,-83.0466403
"Zakee Wheatley","Severn, MD","S",0.8962,"4","Penn State","Big Ten",2021,39.1354665,-76.700623777082
"Davon Townley","Minneapolis, MN","DL",0.8958,"4","Penn State","Big Ten",2021,44.9772995,-93.2654692
"Jamari Buddin","Belleville, MI","LB",0.8892,"3","Penn State","Big Ten",2021,38.5200504,-89.9839935
"Kobe King","Detroit, MI","LB",0.885,"3","Penn State","Big Ten",2021,42.3315509,-83.0466403
"Christian Veilleux","Potomac, MD","QB",0.8817,"3","Penn State","Big Ten",2021,39.0180508,-77.1956331355745
"Rodney McGraw","Elkhart, IN","Edge",0.8817,"3","Penn State","Big Ten",2021,41.6819935,-85.9766671
"Harrison Wallace","Pike Road, AL","WR",0.8805,"3","Penn State","Big Ten",2021,32.272931,-86.1501899951822
"Jeffrey Davis Jr.","West Hartford, CT","CB",0.8755,"3","Penn State","Big Ten",2021,41.7620447,-72.7420399
"Liam Clifford","Cincinnati, OH","WR",0.8748,"3","Penn State","Big Ten",2021,39.1014537,-84.5124602
"Nate Bruce","Harrisburg, PA","IOL",0.8727,"3","Penn State","Big Ten",2021,40.2663107,-76.8861122
"Khalil Dinkins","Wexford, PA","TE",0.8674,"3","Penn State","Big Ten",2021,40.6264561,-80.055891
"Sander Sahaydak","Bethlehem, PA","K",0.8309,"3","Penn State","Big Ten",2021,-1.45056,-48.4682453
"Jordan van den Berg","Council Bluffs, IA","DL",NA,NA,"Penn State","Big Ten",2021,41.2621283,-95.8613912
"Yanni Karlaftis","West Lafayette, IN","LB",0.9069,"4","Purdue","Big Ten",2021,40.4258686,-86.9080655
"Jah'von Grigsby","Baton Rouge, LA","S",0.8647,"3","Purdue","Big Ten",2021,30.4459596,-91.18738
"Deion Burks","Belleville, MI","WR",0.8607,"3","Purdue","Big Ten",2021,38.5200504,-89.9839935
"Preston Terrell","Brownsburg, IN","WR",0.8601,"3","Purdue","Big Ten",2021,39.8433769,-86.3977736
"Jaelin Alstott-VanDeVanter","Mooresville, IN","OT",0.8552,"3","Purdue","Big Ten",2021,39.6128243,-86.37416
"Marcus Mbow","Milwaukee, WI","OT",0.8519,"3","Purdue","Big Ten",2021,43.0349931,-87.922497
"Zach Richards","Mooresville, IN","IOL",0.8513,"3","Purdue","Big Ten",2021,39.6128243,-86.37416
"Mahamane Moussa","Indianapolis, IN","OT",0.845,"3","Purdue","Big Ten",2021,39.7683331,-86.1583502
"Tristan Cox","Somerset, KY","LB",0.8397,"3","Purdue","Big Ten",2021,37.0920222,-84.6041084
"Drew Biber","Cedarburg, WI","WR",0.8382,"3","Purdue","Big Ten",2021,43.2966545,-87.9875348
"Khordae Sydnor","New Rochelle, NY","DL",0.8376,"3","Purdue","Big Ten",2021,40.9115386,-73.7826363
"Ja'Quez Cross","Fordyce, AR","ATH",0.8369,"3","Purdue","Big Ten",2021,33.8137161,-92.4129303
"Rickey Smith","Orlando, FL","LB",0.8364,"3","Purdue","Big Ten",2021,28.5421109,-81.3790304
"Brandon Calloway","Griffin, GA","CB",0.8309,"3","Purdue","Big Ten",2021,33.2467807,-84.2640904
"Jack Ansell","Australia, AUST","P",NA,NA,"Purdue","Big Ten",2021,-37.9872428,145.215905
"PrinceJames Boyd Jr.","Independence, KS","DL",NA,NA,"Purdue","Big Ten",2021,37.2242358,-95.7083131
"Gavin Wimsatt","Owensboro, KY","QB",0.9201,"4","Rutgers","Big Ten",2021,37.7742152,-87.1133304
"Alijah Clark","Camden, NJ","CB",0.905,"4","Rutgers","Big Ten",2021,39.9448402,-75.1198911
"Khayri Banton","Newark, NJ","LB",0.9043,"4","Rutgers","Big Ten",2021,40.735657,-74.1723667
"Jordan Thompson","Morris Plains, NJ","ATH",0.8713,"3","Rutgers","Big Ten",2021,40.8364845,-74.4781885405151
"Carnell Davis","Melbourne, FL","WR",0.8702,"3","Rutgers","Big Ten",2021,28.106471,-80.6371513
"Ryan Keeler","La Grange Park, IL","DL",0.8688,"3","Rutgers","Big Ten",2021,41.8333646,-87.8677324
"Shaquan Loyal","Newark, NJ","CB",0.8611,"3","Rutgers","Big Ten",2021,40.735657,-74.1723667
"Shawn Munnerlyn","Columbus, OH","ATH",0.8602,"3","Rutgers","Big Ten",2021,39.9622601,-83.0007065
